Name,Slot,Description,View Desc,Price,1/2 Price,Upgrade,CL,Weight (lb),Strength,School,Crafting Feat,Spells Needed,Other Reqs,Base Crafting DC, Num Req,Source,URL,Notes
"Vestment, Mnemonic",Body,"The surface of this delicate-looking blue silk robe is adorned with tiny embossed runes across its entire surface. If the wearer is a spontaneous caster, once per day she may use a spell slot to cast a spell from a written source (such as a scroll or spellbook) as if she knew that spell. The spell must be on her spell list, the same spell level or lower than the expended spell slot, and the same type of spell (arcane or divine) as the spell slot expended. The caster must also understand the written source (such as using Decipher Script (Editor’s Note: This should probably be Spellcraft.) or read magic) and be carrying it. Activating the robe is not an action, but casting the spell otherwise works as normal, including casting time, providing components or foci, and so on. Using a mnemonic vestment’s properties does not consume the written source.",Yes,"5,000 ","2,500 ",-,17,1,Strong,Transmutation,Craft Wondrous Item,Mnemonic Enhancer,(Misc) able to spontaneously cast spells,32,2,PRG: Ultimate Equipment,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/vestment-mnemonic,
"Shadow Piercings, Chest (Greater)",Body,"These excruciating body ornaments come in the form of sharp barbs and serrated rings inserted in the nipples, abdomen, or along the ribs. The pain they cause sharpens the mind and blocks out distractions. The wearer gains a +4 profane bonus on saving throws against effects that deal ability damage or drain.",No,"5,750 ","2,875 ",-,3,0,Faint,Transmutation,Craft Shadow Piercing,Bear's Endurance,-,13,1,PPC: Champions of Corruption,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shadow-piercings,
"Harness, Eidolon Anchoring",Body,"Loadstone studs line the straps of this ornate leather harness. When worn by an eidolon, the bindings act as a dimensional safety harness, anchoring the outsider to its current plane. Any time the eidolon would be forced to return to its home plane (such as when it’s reduced to negative hit points equal to its Constitution score or when its master is rendered unconscious), it can expend one use of its summoner’s summon monster spell-like ability as a free action to remain on the Material Plane for 1 round. The summoner does not need to be conscious for the eidolon to use this ability, but he must be within 100 feet. If the summoner is conscious, he can refuse to allow this expenditure (which means the eidolon is forced back to its home plane). If the condition that would have sent the eidolon back to its home plane is still in effect after 1 round has passed, the eidolon may expend another use of its master’s summon monster spell-like ability; otherwise it immediately returns to its home plane",No,"6,000 ","3,000 ",-,7,1,Moderate,Abjuration,Craft Wondrous Item,Dimensional Anchor,-,17,1,PRG: Ultimate Equipment,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/harness-eidolon-anchoring,
"Tabard, Crusader's",Body,"A crusader's tabard is a sturdy cloth vestment worn over armor and other clothing. It is normally decorated with the symbol or heraldic device of the owner, and may be trimmed with expensive and delicate materials (such as silk, fur, or cloth of gold). Once per day, the wearer of the tabard may say its command word (often a family motto); thereafter, the wearer can spend a standard action (instead of a full-round action) to move up to his speed and make a single charge attack. This ability lasts until used or for 1 minute, whichever duration is shorter.",No,"6,000 ","3,000 ",-,5,2,Faint,Transmutation,Craft Wondrous Item,Haste,-,15,1,PPC: Knights of the Inner Sea,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tabard-crusader-s,
Robe of Useful Items,Body,"A character who dons this battered robe notes that its patches rearrange into the shapes of various helpful but mundane items. Only the wearer of the robe can see these patches, recognize them for what items they become, and detach them. One patch can be detached each round. Detaching a patch causes it to become an actual item, as indicated below. A newly created robe of useful items always has two each of the following patches: Dagger, Bullseye lantern (full and lit), Mirror (a highly polished 2-foot-by-4-foot steel mirror), Pole (10-foot length), Hempen rope (50-foot coil), Sack. In addition, the robe has several other patches. Roll 4d4 for the number of other patches and then roll for each patch on the table below to determine its nature. (d%) - Result: (01–08) - Bag of 100 gold pieces; (09–15) - Coffer, silver (6 in. by 6 in. by 1 ft.), 500 gp value; (16–22) - Door, iron (up to 10 ft. wide and 10 ft. high and barred on one side—must be placed upright, attaches and hinges itself); (23–30) - Gems, 10 (100 gp value each); (31–44) - Ladder, wooden (24 ft. long); (45–51) - Mule (with saddle bags); (52–59) - Pit, open (10 ft. by 10 ft. by 10 ft.); (60–68) - Potion of cure serious wounds; (69–75) - Rowboat (12 ft. long); (76–83) - Minor scroll of one randomly determined spell; (84–90) - War dogs, pair (treat as riding dogs); (91–96) - Window (2 ft. by 4 ft., up to 2 ft. deep); (97–100) - Portable ram. Multiple items of the same kind are permissible. Once removed, a patch cannot be replaced.",No,"7,000 ","3,500 ",-,9,1,Moderate,Transmutation,Craft Wondrous Item,Fabricate,-,19,1,PRG: Ultimate Equipment,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-useful-items,
Adventurer's Greatcoat,Body,"This long, double-breasted jacket is sewn from durable, dun-colored canvas with a removable liner to keep its wearer comfortable in a wide range of temperatures. Anyone wearing the coat notes many small cloth patches of various shapes. Only the wearer of the robe can see these patches, recognize them for the items they become, and detach them. One patch can be detached each round. Detaching a patch causes it to become an actual item, as indicated below. An adventurer's greatcoat has each of the following patches (unless noted otherwise, the coat has only one of each patch):10 days of trail rations and five full waterskins; A case containing five adamantine bolts, five cold iron bolts, and two silver bolts; A large scroll case containing a 2-foot-by-10-foot roll of paper and two sticks of charcoal; A quiver containing five adamantine arrows, five cold iron arrows, and two silver arrows; A 10-square-yard roll of canvas containing 10 pitons and a small hammer; A silver badge and three bronze badges; Bullseye lanterns (2; full and lit); Daggers (2); Disguise kit; Healer's kit; Hemp ropes (2; 50-foot coil); Light combat-trained horse with a military saddle; Mirrors (2; highly polished 2-foot-by-4-foot steel mirrors); Noble's outfit with jewelry worth 200 gold pieces; Oil of bless weapon; Oil of daylight; Poles (2; 10-foot length); Potion of cure moderate wounds; Sacks (2); Universal solvent; Wand of prestidigitation (CL 1st, 5 charges)",No,"8,000 ","4,000 ",-,9,4,Moderate,Transmutation,Craft Wondrous Item,Fabricate,-,19,1,PPC: Pathfinder Society Primer,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/adventurer-s-greatcoat,
Brooch of Blending,Body,"Once per day this simple wool robe allows you to assume the form of another humanoid creature, as if using alter self. This change lasts for 1 hour, although you can end it prematurely as a free action. While in this form, you also gain the ability to speak and understand the basic racial languages of your chosen form. For example, if you take the form of an orc, you can speak and understand Orc.",No,"8,400 ","4,200 ",-,10,1,Moderate,Transmutation,Craft Wondrous Item,Alter Self + Tongues,-,25,2,?,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-blending,
Robe of Blending,Body,"Once per day this simple wool robe allows you to assume the form of another humanoid creature, as if using alter self. This change lasts for 1 hour, although you can end it prematurely as a free action. While in this form, you also gain the ability to speak and understand the basic racial languages of your chosen form. For example, if you take the form of an orc, you can speak and understand Orc.",No,"8,400 ","4,200 ",-,10,1,Moderate,Transmutation,Craft Wondrous Item,Alter Self + Tongues,-,25,2,?,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-blending,
"Robe, Blazing",Body,"This red and orange silk robe gives viewers the impression of a flame roiling just below the fabric’s slick surface. The robe grants the wearer fire resistance 5 and increases the wearer’s caster level for all spells with the fire descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of fire. Creatures other than the wearer within the area take 2d6 points of fire damage (Reflex DC 16 half).",No,"11,000 ","5,500 ",-,8,1,Moderate,Evocation,Craft Wondrous Item,Resist Energy + Fireball,(Feat) Heighten Spell,28,3,PRG: Ultimate Equipment,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-blazing,
"Robe, Shocking",Body,"This violet and yellow silk robe gives the impression of electricity crackling over its surface. The robe grants the wearer electricity resistance 5 and increases the wearer’s caster level for all spells with the electricity descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of electricity. Creatures other than the wearer within the area take 2d6 points of electricity damage (Reflex DC 16 half).",No,"11,000 ","5,500 ",-,10,1,Moderate,Abjuration + Evocation,Craft Wondrous Item,Resist Energy + Lightning Bolt,(Feat) Heighten Spell,30,3,PRG: Ultimate Equipment,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-shocking,
